person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,monthly_payment_approx,debt_to_monthly_income,loan_grade_numeric,grade_rate_risk,is_homeowner,had_default
24,55530,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000,5.99,0,0.14,N,4,222.22222222222223,0.04802209016147428,1,5.99,1,0
21,55530,MORTGAGE,5.0,EDUCATION,A,3200,6.62,0,0.06,N,4,88.88888888888889,0.019208836064589712,1,6.62,1,0
23,49530,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000,14.54,1,0.32,Y,2,444.44444444444446,0.10767884783632815,4,58.16,1,1
26,76668,RENT,10.0,EDUCATION,A,7200,9.63,0,0.09,N,3,200.0,0.03130380341211457,1,9.63,0,0
23,80000,RENT,3.0,DEBTCONSOLIDATION,A,7200,8.9,0,0.09,N,2,200.0,0.03,1,8.9,0,0
23,80500,RENT,5.0,DEBTCONSOLIDATION,B,7200,9.25,0,0.09,N,4,200.0,0.029813664596273295,2,18.5,0,0
21,84000,RENT,5.0,VENTURE,A,7200,8.49,0,0.09,N,2,200.0,0.02857142857142857,1,8.49,0,0
24,55600,MORTGAGE,2.0,HOMEIMPROVEMENT,C,11700,13.57,0,0.21,Y,2,325.0,0.07014388489208634,3,40.71,1,1
24,55605,MORTGAGE,8.0,MEDICAL,B,6500,10.99,0,0.12,N,2,180.55555555555554,0.03896532086443066,2,21.98,1,0
23,49635,MORTGAGE,6.0,PERSONAL,A,12000,7.29,1,0.24,N,3,333.3333333333333,0.08058829455021657,1,7.29,1,0
24,55680,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7875,10.65,0,0.14,N,3,218.75,0.04714439655172414,2,21.3,1,0
25,73000,RENT,2.0,PERSONAL,D,7200,14.96,1,0.1,N,3,200.0,0.03287671232876713,4,59.84,0,0
25,88500,RENT,3.0,DEBTCONSOLIDATION,C,7200,13.47,0,0.08,N,3,200.0,0.02711864406779661,3,40.410000000000004,0,0
25,55800,MORTGAGE,9.0,MEDICAL,C,3500,14.17,0,0.06,Y,3,97.22222222222223,0.020908004778972523,3,42.51,1,1
25,55800,MORTGAGE,1.0,PERSONAL,B,4000,10.75,0,0.07,N,2,111.11111111111111,0.023894862604540025,2,21.5,1,0
24,55800,MORTGAGE,0.0,VENTURE,A,3200,7.68,0,0.06,N,3,88.88888888888889,0.019115890083632018,1,7.68,1,0
23,55812,MORTGAGE,4.0,MEDICAL,B,21825,11.36,0,0.39,N,2,606.25,0.13034831219092669,2,22.72,1,0
26,90000,RENT,1.0,DEBTCONSOLIDATION,B,7200,9.91,0,0.08,N,2,200.0,0.02666666666666667,2,19.82,0,0
26,55900,MORTGAGE,5.0,PERSONAL,C,18200,14.26,0,0.33,N,4,505.55555555555554,0.10852713178294573,3,42.78,1,0
25,49963,MORTGAGE,9.0,EDUCATION,B,2100,11.49,1,0.04,N,3,58.333333333333336,0.01401036767207734,2,22.98,1,0
23,49980,MORTGAGE,7.0,MEDICAL,B,4800,10.37,1,0.1,N,2,133.33333333333334,0.03201280512204882,2,20.74,1,0
24,56000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,12000,10.99,0,0.21,N,3,333.3333333333333,0.07142857142857142,1,10.99,1,0
23,93000,RENT,1.0,DEBTCONSOLIDATION,A,7200,6.92,0,0.08,N,2,200.0,0.025806451612903226,1,6.92,0,0
23,105000,RENT,7.0,PERSONAL,B,7200,11.71,0,0.07,N,4,200.0,0.022857142857142857,2,23.42,0,0
22,56000,MORTGAGE,3.0,EDUCATION,D,10075,16.29,0,0.18,Y,4,279.8611111111111,0.05997023809523808,4,65.16,1,1
25,56000,MORTGAGE,5.0,PERSONAL,C,10250,14.65,0,0.18,Y,4,284.72222222222223,0.06101190476190476,3,43.95,1,1
26,111000,RENT,1.0,HOMEIMPROVEMENT,B,7200,12.18,0,0.06,N,3,200.0,0.021621621621621623,2,24.36,0,0
26,56000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,10000,12.42,0,0.18,N,2,277.77777777777777,0.05952380952380952,2,24.84,1,0
23,56000,MORTGAGE,7.0,VENTURE,A,7200,6.03,0,0.13,N,2,200.0,0.04285714285714286,1,6.03,1,0
24,56000,MORTGAGE,8.0,MEDICAL,A,12250,6.03,0,0.22,N,4,340.27777777777777,0.07291666666666666,1,6.03,1,0
25,135000,RENT,6.0,HOMEIMPROVEMENT,B,7200,9.91,0,0.05,N,3,200.0,0.017777777777777778,2,19.82,0,0
25,149000,RENT,9.0,MEDICAL,A,7200,10.99,0,0.05,N,2,200.0,0.016107382550335572,1,10.99,0,0
25,62467,RENT,1.0,HOMEIMPROVEMENT,B,7250,10.65,0,0.12,N,4,201.38888888888889,0.03868709345200933,2,21.3,0,0
26,56000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,6000,15.23,0,0.11,N,4,166.66666666666666,0.03571428571428571,3,45.69,1,0
24,80000,RENT,6.0,VENTURE,A,7250,5.42,0,0.09,N,2,201.38888888888889,0.03020833333333333,1,5.42,0,0
24,56000,OWN,8.0,VENTURE,A,2000,6.99,0,0.04,N,3,55.55555555555556,0.011904761904761904,1,6.99,1,0
25,26729,RENT,5.0,MEDICAL,B,7300,11.14,0,0.27,N,3,202.77777777777777,0.09103720054372903,2,22.28,0,0
23,56000,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13600,15.23,0,0.24,Y,4,377.77777777777777,0.08095238095238094,3,45.69,1,1
24,56000,MORTGAGE,3.0,VENTURE,B,2000,10.99,0,0.04,N,4,55.55555555555556,0.011904761904761904,2,21.98,1,0
24,56000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,19125,13.99,0,0.34,Y,3,531.25,0.11383928571428571,3,41.97,1,1
25,50000,MORTGAGE,6.0,PERSONAL,A,12800,7.49,1,0.26,N,4,355.55555555555554,0.08533333333333333,1,7.49,1,0
22,56000,MORTGAGE,4.0,MEDICAL,B,9000,10.59,0,0.16,N,2,250.0,0.05357142857142857,2,21.18,1,0
26,37086,RENT,7.0,DEBTCONSOLIDATION,A,7300,7.88,0,0.2,N,4,202.77777777777777,0.06561325927124341,1,7.88,0,0
23,38000,RENT,1.0,MEDICAL,A,7300,10.99,0,0.19,N,2,202.77777777777777,0.06403508771929825,1,10.99,0,0
24,56000,MORTGAGE,3.0,EDUCATION,A,15000,8.49,0,0.27,N,2,416.6666666666667,0.08928571428571429,1,8.49,1,0
26,41400,RENT,5.0,DEBTCONSOLIDATION,B,7300,9.45,0,0.18,N,4,202.77777777777777,0.05877616747181964,2,18.9,0,0
24,56000,MORTGAGE,8.0,EDUCATION,A,10000,7.49,0,0.18,N,3,277.77777777777777,0.05952380952380952,1,7.49,1,0
22,45999,RENT,1.0,VENTURE,A,7300,7.88,0,0.16,N,2,202.77777777777777,0.052899700718131555,1,7.88,0,0
23,50000,MORTGAGE,7.0,MEDICAL,D,7500,15.62,1,0.15,N,3,208.33333333333334,0.049999999999999996,4,62.48,1,0
25,56000,MORTGAGE,9.0,VENTURE,B,12375,11.49,0,0.22,N,4,343.75,0.07366071428571429,2,22.98,1,0
21,50000,RENT,4.0,EDUCATION,B,7300,11.71,0,0.15,N,3,202.77777777777777,0.048666666666666664,2,23.42,0,0
24,56000,MORTGAGE,2.0,EDUCATION,C,5250,12.87,0,0.09,N,2,145.83333333333334,0.03125,3,38.61,1,0
24,56000,MORTGAGE,5.0,MEDICAL,A,17400,5.99,0,0.31,N,2,483.3333333333333,0.10357142857142856,1,5.99,1,0
25,53600,RENT,1.0,EDUCATION,A,7300,8.0,0,0.14,N,4,202.77777777777777,0.04539800995024875,1,8.0,0,0
23,96000,RENT,7.0,EDUCATION,A,7300,8.49,0,0.08,N,4,202.77777777777777,0.025347222222222222,1,8.49,0,0
23,56000,MORTGAGE,4.0,VENTURE,A,6000,5.99,0,0.11,N,2,166.66666666666666,0.03571428571428571,1,5.99,1,0
22,56000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.36,N,4,555.5555555555555,0.11904761904761904,2,21.98,1,0
23,42000,RENT,1.0,VENTURE,B,7325,12.69,0,0.17,N,3,203.47222222222223,0.05813492063492064,2,25.38,0,0
24,12480,RENT,1.0,VENTURE,A,7350,6.92,1,0.59,N,2,204.16666666666666,0.19631410256410256,1,6.92,0,0
25,32500,RENT,5.0,MEDICAL,C,7350,13.43,0,0.23,Y,3,204.16666666666666,0.07538461538461538,3,40.29,0,1
24,33000,RENT,1.0,MEDICAL,B,7350,11.71,0,0.22,N,3,204.16666666666666,0.07424242424242423,2,23.42,0,0
23,56000,OWN,7.0,EDUCATION,B,20000,10.99,0,0.36,N,3,555.5555555555555,0.11904761904761904,2,21.98,1,0
23,42000,RENT,4.0,EDUCATION,B,7400,10.99,0,0.18,N,3,205.55555555555554,0.05873015873015873,2,21.98,0,0
25,42000,RENT,0.0,EDUCATION,E,7400,16.32,1,0.18,N,4,205.55555555555554,0.05873015873015873,5,81.6,0,0
21,56000,MORTGAGE,6.0,MEDICAL,B,5600,10.37,0,0.1,N,4,155.55555555555554,0.033333333333333326,2,20.74,1,0
25,57996,RENT,5.0,EDUCATION,B,7400,10.36,0,0.13,N,2,205.55555555555554,0.04253166885072533,2,20.72,0,0
25,62000,RENT,0.0,DEBTCONSOLIDATION,A,7400,6.99,0,0.12,N,2,205.55555555555554,0.039784946236559135,1,6.99,0,0
26,56000,MORTGAGE,10.0,EDUCATION,A,6000,5.42,0,0.11,N,4,166.66666666666666,0.03571428571428571,1,5.42,1,0
24,72000,RENT,5.0,EDUCATION,D,7400,15.65,0,0.1,Y,3,205.55555555555554,0.03425925925925926,4,62.6,0,1
26,56000,MORTGAGE,10.0,EDUCATION,C,15000,14.35,0,0.27,N,2,416.6666666666667,0.08928571428571429,3,43.05,1,0
22,34359,RENT,6.0,EDUCATION,A,7475,9.63,0,0.22,N,2,207.63888888888889,0.07251860259805776,1,9.63,0,0
21,12720,RENT,1.0,EDUCATION,A,7500,7.05,1,0.59,N,4,208.33333333333334,0.19654088050314467,1,7.05,0,0
23,56000,MORTGAGE,4.0,EDUCATION,A,3000,6.76,0,0.05,N,3,83.33333333333333,0.017857142857142856,1,6.76,1,0
24,56000,OWN,8.0,EDUCATION,B,2000,11.49,0,0.04,N,2,55.55555555555556,0.011904761904761904,2,22.98,1,0
22,56000,MORTGAGE,6.0,PERSONAL,A,4750,7.14,0,0.08,N,2,131.94444444444446,0.028273809523809524,1,7.14,1,0
24,20796,RENT,2.0,VENTURE,A,7500,7.88,1,0.36,N,3,208.33333333333334,0.12021542604346991,1,7.88,0,0
23,56000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,5500,7.51,0,0.1,N,4,152.77777777777777,0.03273809523809523,1,7.51,1,0
22,56000,MORTGAGE,5.0,MEDICAL,B,12000,10.99,0,0.21,N,2,333.3333333333333,0.07142857142857142,2,21.98,1,0
23,21000,RENT,6.0,DEBTCONSOLIDATION,A,7500,6.91,1,0.36,N,4,208.33333333333334,0.11904761904761905,1,6.91,0,0
23,56000,OWN,2.0,MEDICAL,B,15000,10.62,0,0.27,N,3,416.6666666666667,0.08928571428571429,2,21.24,1,0
23,21360,RENT,0.0,PERSONAL,A,7500,7.14,1,0.35,N,3,208.33333333333334,0.11704119850187267,1,7.14,0,0
25,21500,RENT,2.0,MEDICAL,C,7500,11.34,1,0.35,N,2,208.33333333333334,0.11627906976744186,3,34.019999999999996,0,0
22,22596,RENT,4.0,MEDICAL,B,7500,9.76,1,0.33,N,4,208.33333333333334,0.11063905115949726,2,19.52,0,0
24,23196,RENT,1.0,EDUCATION,D,7500,13.24,1,0.32,N,2,208.33333333333334,0.10777720296602863,4,52.96,0,0
25,24996,RENT,3.0,EDUCATION,C,7500,12.98,0,0.3,Y,3,208.33333333333334,0.10001600256040967,3,38.94,0,1
26,56000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,8000,11.14,0,0.14,N,4,222.22222222222223,0.047619047619047616,2,22.28,1,0
22,25000,RENT,0.0,PERSONAL,A,7500,7.51,0,0.3,N,4,208.33333333333334,0.09999999999999999,1,7.51,0,0
24,56000,MORTGAGE,5.0,VENTURE,A,13000,8.94,0,0.23,N,3,361.1111111111111,0.07738095238095237,1,8.94,1,0
22,25200,RENT,7.0,MEDICAL,D,7500,14.96,1,0.3,N,3,208.33333333333334,0.09920634920634921,4,59.84,0,0
26,26000,RENT,2.0,PERSONAL,B,7500,12.18,0,0.29,N,2,208.33333333333334,0.09615384615384616,2,24.36,0,0
23,56000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.18,N,3,277.77777777777777,0.05952380952380952,1,8.59,1,0
23,56000,MORTGAGE,7.0,PERSONAL,F,13750,18.43,0,0.25,N,2,381.94444444444446,0.0818452380952381,6,110.58,1,0
23,26400,RENT,8.0,VENTURE,C,7500,12.73,0,0.28,N,4,208.33333333333334,0.0946969696969697,3,38.19,0,0
21,27600,RENT,4.0,EDUCATION,A,7500,6.76,0,0.27,N,4,208.33333333333334,0.09057971014492754,1,6.76,0,0
25,28128,RENT,2.0,EDUCATION,D,7500,15.33,1,0.27,Y,3,208.33333333333334,0.08887940841865757,4,61.32,0,1
21,30000,RENT,5.0,VENTURE,B,7500,9.99,0,0.25,N,4,208.33333333333334,0.08333333333333334,2,19.98,0,0
23,30000,RENT,3.0,DEBTCONSOLIDATION,B,7500,10.99,0,0.25,N,4,208.33333333333334,0.08333333333333334,2,21.98,0,0
24,30000,RENT,8.0,EDUCATION,A,7500,5.79,0,0.25,N,2,208.33333333333334,0.08333333333333334,1,5.79,0,0
23,56000,MORTGAGE,7.0,PERSONAL,B,4500,11.83,0,0.08,N,4,125.0,0.026785714285714284,2,23.66,1,0
26,56000,MORTGAGE,11.0,MEDICAL,B,12000,11.89,0,0.21,N,3,333.3333333333333,0.07142857142857142,2,23.78,1,0
21,30000,RENT,5.0,EDUCATION,B,7500,11.83,0,0.25,N,4,208.33333333333334,0.08333333333333334,2,23.66,0,0
26,30000,RENT,1.0,PERSONAL,E,7500,14.75,1,0.25,N,3,208.33333333333334,0.08333333333333334,5,73.75,0,0
23,30000,RENT,1.0,PERSONAL,D,7500,13.24,1,0.25,Y,3,208.33333333333334,0.08333333333333334,4,52.96,0,1
23,56000,MORTGAGE,3.0,MEDICAL,C,7500,13.79,0,0.13,Y,3,208.33333333333334,0.044642857142857144,3,41.37,1,1
21,30028,RENT,5.0,MEDICAL,B,7500,10.75,0,0.25,N,4,208.33333333333334,0.08325562808045824,2,21.5,0,0
22,31200,RENT,3.0,PERSONAL,B,7500,9.91,0,0.24,N,4,208.33333333333334,0.08012820512820513,2,19.82,0,0
22,31875,RENT,3.0,EDUCATION,C,7500,13.11,0,0.24,N,2,208.33333333333334,0.0784313725490196,3,39.33,0,0
26,32000,RENT,1.0,MEDICAL,C,7500,13.79,0,0.23,Y,3,208.33333333333334,0.07812500000000001,3,41.37,0,1
22,33000,RENT,2.0,EDUCATION,B,7500,10.99,0,0.23,N,4,208.33333333333334,0.07575757575757576,2,21.98,0,0
26,34000,RENT,5.0,DEBTCONSOLIDATION,A,7500,7.9,1,0.22,N,3,208.33333333333334,0.07352941176470588,1,7.9,0,0
23,56004,MORTGAGE,0.0,EDUCATION,C,10000,13.61,0,0.18,N,4,277.77777777777777,0.059519558126800466,3,40.83,1,0
22,56004,MORTGAGE,6.0,MEDICAL,B,6000,11.86,0,0.11,N,3,166.66666666666666,0.03571173487608028,2,23.72,1,0
22,56004,MORTGAGE,6.0,MEDICAL,A,6000,7.88,0,0.11,N,4,166.66666666666666,0.03571173487608028,1,7.88,1,0
22,56004,OWN,5.0,EDUCATION,C,12000,13.98,0,0.21,N,3,333.3333333333333,0.07142346975216056,3,41.94,1,0
22,56004,MORTGAGE,6.0,DEBTCONSOLIDATION,A,2000,7.51,0,0.04,N,4,55.55555555555556,0.011903911625360093,1,7.51,1,0
22,34404,RENT,2.0,HOMEIMPROVEMENT,D,7500,15.05,1,0.22,N,2,208.33333333333334,0.07266596907336356,4,60.2,0,0
26,56004,MORTGAGE,10.0,EDUCATION,C,20000,13.57,0,0.36,Y,4,555.5555555555555,0.11903911625360093,3,40.71,1,1
26,56004,MORTGAGE,3.0,EDUCATION,A,13000,8.59,0,0.23,N,3,361.1111111111111,0.0773754255648406,1,8.59,1,0
26,56004,OWN,2.0,MEDICAL,A,10000,9.32,0,0.18,N,3,277.77777777777777,0.059519558126800466,1,9.32,1,0
23,34780,RENT,5.0,PERSONAL,D,7500,12.61,0,0.22,N,4,208.33333333333334,0.0718803910293272,4,50.44,0,0
25,35000,RENT,2.0,DEBTCONSOLIDATION,B,7500,10.99,0,0.21,N,2,208.33333333333334,0.07142857142857144,2,21.98,0,0
21,29004,RENT,0.0,MEDICAL,D,7500,10.99,1,0.26,Y,2,208.33333333333334,0.08619500758516067,4,43.96,0,1
24,50160,MORTGAGE,2.0,EDUCATION,D,6000,15.62,1,0.12,N,2,166.66666666666666,0.03987240829346092,4,62.48,1,0
23,56160,MORTGAGE,2.0,PERSONAL,B,3050,10.59,0,0.05,N,2,84.72222222222223,0.01810303893637227,2,21.18,1,0
25,36000,RENT,0.0,DEBTCONSOLIDATION,C,7500,13.49,0,0.21,N,4,208.33333333333334,0.06944444444444445,3,40.47,0,0
26,36000,RENT,10.0,VENTURE,B,7500,10.59,0,0.21,N,3,208.33333333333334,0.06944444444444445,2,21.18,0,0
26,30320,RENT,2.0,PERSONAL,B,7500,12.18,1,0.25,N,3,208.33333333333334,0.0824538258575198,2,24.36,0,0
22,56368,MORTGAGE,5.0,EDUCATION,C,6000,12.99,0,0.11,N,2,166.66666666666666,0.03548112404200965,3,38.97,1,0
22,36750,RENT,6.0,EDUCATION,D,7500,14.84,0,0.2,N,3,208.33333333333334,0.06802721088435375,4,59.36,0,0
25,50400,MORTGAGE,9.0,DEBTCONSOLIDATION,D,12000,16.89,1,0.24,N,4,333.3333333333333,0.07936507936507936,4,67.56,1,0
22,56400,MORTGAGE,6.0,EDUCATION,D,17300,15.62,0,0.31,N,4,480.55555555555554,0.10224586288416075,4,62.48,1,0
21,56400,OWN,5.0,VENTURE,A,5000,6.54,0,0.09,N,2,138.88888888888889,0.02955082742316785,1,6.54,1,0
25,37676,RENT,6.0,PERSONAL,A,7500,8.32,0,0.2,N,4,208.33333333333334,0.0663552394097038,1,8.32,0,0
22,38000,RENT,5.0,PERSONAL,A,7500,5.79,0,0.2,N,4,208.33333333333334,0.06578947368421054,1,5.79,0,0
23,38000,RENT,0.0,MEDICAL,A,7500,7.88,0,0.2,N,4,208.33333333333334,0.06578947368421054,1,7.88,0,0
26,38400,RENT,10.0,MEDICAL,D,7500,17.58,0,0.2,N,2,208.33333333333334,0.06510416666666667,4,70.32,0,0
22,32400,RENT,6.0,VENTURE,C,7500,14.27,1,0.23,N,2,208.33333333333334,0.0771604938271605,3,42.81,0,0
23,56500,MORTGAGE,7.0,MEDICAL,A,9800,10.99,0,0.17,N,2,272.22222222222223,0.05781710914454278,1,10.99,1,0
23,39975,RENT,0.0,PERSONAL,C,7500,10.99,0,0.19,Y,2,208.33333333333334,0.06253908692933083,3,32.97,0,1
22,39996,RENT,0.0,PERSONAL,B,7500,11.86,0,0.19,N,3,208.33333333333334,0.06250625062506251,2,23.72,0,0
23,40000,RENT,7.0,VENTURE,B,7500,12.69,0,0.19,N,2,208.33333333333334,0.0625,2,25.38,0,0
23,56600,OWN,3.0,MEDICAL,B,12000,10.38,0,0.21,N,2,333.3333333333333,0.07067137809187278,2,20.76,1,0
24,40000,RENT,1.0,PERSONAL,A,7500,5.79,0,0.19,N,4,208.33333333333334,0.0625,1,5.79,0,0
22,56650,MORTGAGE,2.0,MEDICAL,B,6500,10.65,0,0.11,N,2,180.55555555555554,0.03824654310091203,2,21.3,1,0
25,56655,MORTGAGE,9.0,VENTURE,C,20000,13.61,0,0.35,N,2,555.5555555555555,0.1176712852646133,3,40.83,1,0
23,56700,MORTGAGE,7.0,EDUCATION,A,12000,5.42,0,0.21,N,2,333.3333333333333,0.07054673721340388,1,5.42,1,0
26,56700,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,9.63,0,0.11,N,4,166.66666666666666,0.03527336860670194,1,9.63,1,0
24,40000,RENT,0.0,DEBTCONSOLIDATION,B,7500,11.36,0,0.19,N,4,208.33333333333334,0.0625,2,22.72,0,0
26,56810,MORTGAGE,10.0,DEBTCONSOLIDATION,C,2500,10.99,0,0.04,Y,3,69.44444444444444,0.014668778970838466,3,32.97,1,1
22,34000,RENT,2.0,MEDICAL,C,7500,12.53,1,0.22,Y,4,208.33333333333334,0.07352941176470588,3,37.589999999999996,0,1
25,56900,MORTGAGE,9.0,PERSONAL,A,25000,7.51,0,0.44,N,3,694.4444444444445,0.14645577035735208,1,7.51,1,0
23,56900,MORTGAGE,7.0,MEDICAL,B,11200,10.99,0,0.2,N,3,311.1111111111111,0.06561218512009372,2,21.98,1,0
22,56902,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,7.14,0,0.21,N,4,333.3333333333333,0.07029629889986293,1,7.14,1,0
23,56996,OWN,2.0,VENTURE,A,9575,9.63,0,0.17,N,4,265.97222222222223,0.055998081736730064,1,9.63,1,0
22,40906,RENT,4.0,VENTURE,B,7500,9.63,0,0.18,N,2,208.33333333333334,0.06111572874394954,2,19.26,0,0
26,42000,RENT,0.0,DEBTCONSOLIDATION,B,7500,10.25,0,0.18,N,4,208.33333333333334,0.05952380952380953,2,20.5,0,0
21,57000,OWN,5.0,PERSONAL,B,8000,10.65,0,0.14,N,3,222.22222222222223,0.046783625730994156,2,21.3,1,0
22,57000,MORTGAGE,4.0,EDUCATION,A,12875,7.9,0,0.23,N,2,357.6388888888889,0.07529239766081872,1,7.9,1,0
24,57000,MORTGAGE,0.0,MEDICAL,B,2400,12.69,0,0.04,N,4,66.66666666666667,0.014035087719298246,2,25.38,1,0
23,42000,RENT,1.0,PERSONAL,B,7500,10.33,0,0.18,N,4,208.33333333333334,0.05952380952380953,2,20.66,0,0
23,36000,RENT,1.0,PERSONAL,D,7500,12.61,1,0.21,Y,2,208.33333333333334,0.06944444444444445,4,50.44,0,1
22,57000,MORTGAGE,6.0,PERSONAL,B,11425,9.91,0,0.2,N,4,317.3611111111111,0.06681286549707602,2,19.82,1,0
22,42500,RENT,0.0,EDUCATION,A,7500,7.9,0,0.18,N,2,208.33333333333334,0.05882352941176471,1,7.9,0,0
21,37260,RENT,1.0,HOMEIMPROVEMENT,D,7500,14.84,1,0.2,Y,2,208.33333333333334,0.06709608158883522,4,59.36,0,1
25,57000,MORTGAGE,5.0,PERSONAL,A,13000,8.9,0,0.23,N,2,361.1111111111111,0.07602339181286549,1,8.9,1,0
22,44000,RENT,0.0,PERSONAL,A,7500,8.32,0,0.17,N,3,208.33333333333334,0.05681818181818182,1,8.32,0,0
22,57000,MORTGAGE,6.0,VENTURE,B,7200,10.99,0,0.13,N,2,200.0,0.042105263157894736,2,21.98,1,0
25,51000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,5500,16.77,1,0.11,Y,2,152.77777777777777,0.03594771241830065,4,67.08,1,1
22,57000,MORTGAGE,2.0,MEDICAL,C,5950,13.49,0,0.1,Y,3,165.27777777777777,0.0347953216374269,3,40.47,1,1
25,39000,RENT,9.0,MEDICAL,D,7500,15.62,1,0.19,Y,2,208.33333333333334,0.06410256410256411,4,62.48,0,1
26,57000,MORTGAGE,6.0,MEDICAL,C,9000,12.99,0,0.16,Y,4,250.0,0.05263157894736842,3,38.97,1,1
26,57000,MORTGAGE,10.0,VENTURE,A,14000,5.42,0,0.25,N,4,388.8888888888889,0.08187134502923978,1,5.42,1,0
21,57000,MORTGAGE,5.0,VENTURE,C,14400,10.99,0,0.25,Y,2,400.0,0.08421052631578947,3,32.97,1,1
24,57000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,19725,9.99,0,0.35,N,2,547.9166666666666,0.11535087719298245,2,19.98,1,0
23,45000,RENT,5.0,EDUCATION,D,7500,15.37,0,0.17,Y,4,208.33333333333334,0.05555555555555556,4,61.48,0,1
22,39000,RENT,1.0,VENTURE,D,7500,10.99,1,0.19,Y,4,208.33333333333334,0.06410256410256411,4,43.96,0,1
24,57000,MORTGAGE,8.0,EDUCATION,A,6000,5.99,0,0.11,N,3,166.66666666666666,0.03508771929824561,1,5.99,1,0
26,57000,MORTGAGE,4.0,EDUCATION,C,12000,13.49,0,0.21,Y,2,333.3333333333333,0.07017543859649122,3,40.47,1,1
22,57000,MORTGAGE,1.0,VENTURE,A,3200,5.99,0,0.06,N,4,88.88888888888889,0.01871345029239766,1,5.99,1,0
26,45450,RENT,2.0,MEDICAL,B,7500,11.14,0,0.17,N,3,208.33333333333334,0.05500550055005501,2,22.28,0,0
22,45600,RENT,6.0,EDUCATION,C,7500,10.99,0,0.16,N,4,208.33333333333334,0.054824561403508776,3,32.97,0,0
23,57000,MORTGAGE,0.0,VENTURE,B,20000,11.99,0,0.35,N,2,555.5555555555555,0.11695906432748537,2,23.98,1,0
26,46800,RENT,6.0,DEBTCONSOLIDATION,B,7500,9.99,0,0.16,N,3,208.33333333333334,0.05341880341880342,2,19.98,0,0
21,47500,RENT,2.0,DEBTCONSOLIDATION,B,7500,10.99,0,0.16,N,2,208.33333333333334,0.05263157894736842,2,21.98,0,0
23,57000,MORTGAGE,7.0,PERSONAL,A,9250,5.99,0,0.16,N,4,256.94444444444446,0.05409356725146199,1,5.99,1,0
25,57000,OWN,9.0,MEDICAL,B,12000,10.59,0,0.21,N,3,333.3333333333333,0.07017543859649122,2,21.18,1,0
23,48000,RENT,4.0,MEDICAL,A,7500,5.79,0,0.16,N,4,208.33333333333334,0.052083333333333336,1,5.79,0,0
22,42000,RENT,7.0,DEBTCONSOLIDATION,E,7500,17.04,1,0.18,N,2,208.33333333333334,0.05952380952380953,5,85.19999999999999,0,0
25,48000,RENT,9.0,DEBTCONSOLIDATION,C,7500,12.53,0,0.16,N,3,208.33333333333334,0.052083333333333336,3,37.589999999999996,0,0
23,57000,MORTGAGE,1.0,MEDICAL,C,4200,12.68,0,0.07,Y,4,116.66666666666667,0.02456140350877193,3,38.04,1,1
24,57000,MORTGAGE,5.0,EDUCATION,A,8000,5.42,0,0.14,N,3,222.22222222222223,0.046783625730994156,1,5.42,1,0
24,57000,MORTGAGE,8.0,VENTURE,D,14000,14.91,0,0.25,N,4,388.8888888888889,0.08187134502923978,4,59.64,1,0
23,57000,MORTGAGE,5.0,VENTURE,B,18000,11.11,0,0.32,N,2,500.0,0.10526315789473684,2,22.22,1,0
25,48659,RENT,4.0,EDUCATION,B,7500,10.99,0,0.15,N,4,208.33333333333334,0.051377956801413924,2,21.98,0,0
23,57000,MORTGAGE,6.0,PERSONAL,A,7000,10.99,0,0.12,N,2,194.44444444444446,0.04093567251461989,1,10.99,1,0
22,49000,RENT,7.0,PERSONAL,A,7500,6.62,0,0.15,N,3,208.33333333333334,0.05102040816326531,1,6.62,0,0
25,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11200,14.46,0,0.2,Y,4,311.1111111111111,0.0654970760233918,4,57.84,1,1
22,43000,RENT,1.0,VENTURE,D,7500,14.96,1,0.17,N,3,208.33333333333334,0.05813953488372093,4,59.84,0,0
21,44000,RENT,5.0,MEDICAL,A,7500,7.9,1,0.17,N,3,208.33333333333334,0.05681818181818182,1,7.9,0,0
25,50000,RENT,3.0,PERSONAL,B,7500,10.99,0,0.15,N,2,208.33333333333334,0.049999999999999996,2,21.98,0,0
23,57000,MORTGAGE,6.0,EDUCATION,D,17500,14.09,0,0.31,Y,3,486.1111111111111,0.1023391812865497,4,56.36,1,1
